,index,sqft
8085,"9,150 sqft",2
8086,"6,710 sqft",2
8087,"7,768 sqft",2
8088,"6,075 sqft",2
8089,"6,412 sqft",2
8090,"4,915 sqft",2
8091,"total interior livable area: 2,485 sqft",2
8092,"total interior livable area: 3,823 sqft",2
8093,"total interior livable area: 3,897 sqft",2
8094,"6,948 sqft",2
8095,"total interior livable area: 2,834 sqft",2
8096,"4,515 sqft",2
8097,"total interior livable area: 2,833 sqft",2
8098,total interior livable area: 766 sqft,2
8099,"total interior livable area: 2,538 sqft",2
8100,"7,651 sqft",2
8101,"4,835 sqft",2
8102,"276,203 sqft",2
8103,"total interior livable area: 4,195 sqft",2
8104,"total interior livable area: 4,374 sqft",2
8105,"4,873 sqft",2
8106,"6,607 sqft",2
8107,"total interior livable area: 6,041 sqft",2
8108,"9,605 sqft",2
8109,"32,130 sqft",2
8110,"199,464 sqft",2
8111,"4,236 sqft",2
8112,"total interior livable area: 3,882 sqft",2
8113,"6,993 sqft",2
8114,"6,265 sqft",2
8115,"total interior livable area: 4,158 sqft",2
8116,"112,518 sqft",2
8117,"5,830 sqft",2
8118,"total interior livable area: 3,553 sqft",2
8119,"6,826 sqft",2
8120,"total interior livable area: 2,356 sqft",2
8121,"6,411 sqft",2
8122,"total interior livable area: 2,188 sqft",2
8123,"4,467 sqft",2
8124,total interior livable area: 593 sqft,2
8125,"total interior livable area: 3,058 sqft",2
8126,"total interior livable area: 4,239 sqft",2
8127,"4,649 sqft",2
8128,"9,040 sqft",2
8129,5 sqft,2
8130,total interior livable area: 642 sqft,2
8131,"total interior livable area: 4,175 sqft",2
8132,"total interior livable area: 4,052 sqft",2
8133,"4,834 sqft",2
8134,"5,485 sqft",2
8135,"7,037 sqft",2
8136,"total interior livable area: 2,721 sqft",2
8137,"5,370 sqft",2
8138,"total interior livable area: 3,132 sqft",2
8139,"4,683 sqft",2
8140,"7,260 sqft",2
8141,"14,400 sqft",2
8142,"6,679 sqft",2
8143,"total interior livable area: 4,108 sqft",2
8144,"7,153 sqft",2
8145,"5,174 sqft",2
8146,"4,428 sqft",2
8147,"total interior livable area: 4,029 sqft",2
8148,"5,914 sqft",2
8149,"6,027 sqft",2
8150,"total interior livable area: 3,219 sqft",2
8151,"5,623 sqft",2
8152,total interior livable area: 824 sqft,2
8153,"total interior livable area: 3,335 sqft",2
8154,"5,854 sqft",2
8155,"6,962 sqft",2
8156,"5,407 sqft",2
8157,"82,440 sqft",2
8158,"6,058 sqft",2
8159,"total interior livable area: 4,131 sqft",2
8160,"5,396 sqft",2
8161,"6,559 sqft",2
8162,"total interior livable area: 3,417 sqft",2
8163,"34,848 sqft",2
8164,"6,571 sqft",2
8165,"5,598 sqft",2
8166,"215,715 sqft",2
8167,"4,761 sqft",2
8168,total interior livable area: 841 sqft,2
8169,"total interior livable area: 2,279 sqft",2
8170,"6,145 sqft",2
8171,"total interior livable area: 4,194 sqft",2
8172,"4,772 sqft",2
8173,"5,564 sqft",2
8174,"7,048 sqft",2
8175,"total interior livable area: 3,558 sqft",2
8176,"5,669 sqft",2
8177,"26,000 sqft",2
8178,"total interior livable area: 3,613 sqft",2
8179,"5,520 sqft",2
8180,"5,084 sqft",2
8181,"total interior livable area: 4,763 sqft",2
8182,"196,000 sqft",2
8183,"total interior livable area: 3,347 sqft",2
8184,"total interior livable area: 3,285 sqft",2
8185,"4,281 sqft",2
8186,total interior livable area: 853 sqft,2
8187,"total interior livable area: 3,249 sqft",2
8188,"6,285 sqft",2
8189,"5,597 sqft",2
8190,"total interior livable area: 2,747 sqft",2
8191,"11,832 sqft",2
8192,"total interior livable area: 5,090 sqft",2
8193,"total interior livable area: 4,276 sqft",2
8194,"5,363 sqft",2
8195,"5,097 sqft",2
8196,"total interior livable area: 3,590 sqft",2
8197,total interior livable area: 758 sqft,2
8198,"8,928 sqft",2
8199,"5,091 sqft",2
8200,"5,649 sqft",2
8201,"total interior livable area: 3,566 sqft",2
8202,"4,983 sqft",2
8203,"5,495 sqft",2
8204,"5,417 sqft",2
8205,"5,211 sqft",2
8206,"5,568 sqft",2
8207,"total interior livable area: 3,462 sqft",2
8208,"5,054 sqft",2
8209,total interior livable area: 662 sqft,2
8210,"total interior livable area: 3,631 sqft",2
8211,"5,292 sqft",2
8212,"6,235 sqft",2
8213,"total interior livable area: 4,478 sqft",2
8214,"6,415 sqft",2
8215,"9,101 sqft",2
8216,"206,411 sqft",2
8217,"4,889 sqft",2
8218,"6,490 sqft",2
8219,total interior livable area: 622 sqft,2
8220,"640,079 sqft",2
8221,"265,404 sqft",2
8222,"5,918 sqft",2
8223,"5,614 sqft",2
8224,"total interior livable area: 3,861 sqft",2
8225,381 sqft,2
8226,"5,497 sqft",2
8227,"total interior livable area: 6,135 sqft",2
8228,"total interior livable area: 3,009 sqft",2
8229,"total interior livable area: 4,227 sqft",2
8230,"total interior livable area: 4,284 sqft",2
8231,total interior livable area: 681 sqft,2
8232,"4,825 sqft",2
8233,"total interior livable area: 4,712 sqft",2
8234,"6,771 sqft",2
8235,"104,000 sqft",2
8236,"total interior livable area: 2,329 sqft",2
8237,"84,445 sqft",2
8238,491 sqft,2
8239,"12,699 sqft",2
8240,"6,396 sqft",2
8241,total interior livable area: 589 sqft,2
8242,"total interior livable area: 5,717 sqft",2
8243,total interior livable area: 608 sqft,2
8244,"total interior livable area: 3,745 sqft",2
8245,"7,940 sqft",2
8246,"total interior livable area: 2,742 sqft",2
8247,"total interior livable area: 3,652 sqft",2
8248,"total interior livable area: 3,286 sqft",2
8249,"6,999 sqft",2
8250,"9,700 sqft",2
8251,"7,932 sqft",2
8252,"5,173 sqft",2
8253,"total interior livable area: 4,038 sqft",2
8254,"7,950 sqft",2
8255,"4,341 sqft",2
8256,"6,313 sqft",2
8257,total interior livable area: 448 sqft,2
8258,"total interior livable area: 1,041 sqft",2
8259,"4,755 sqft",2
8260,"total interior livable area: 2,173 sqft",2
8261,"5,797 sqft",2
8262,"total interior livable area: 3,728 sqft",2
8263,"total interior livable area: 4,210 sqft",2
8264,total interior livable area: 609 sqft,2
8265,"11,510 sqft",2
8266,"7,783 sqft",2
8267,"7,123 sqft",2
8268,"5,291 sqft",2
8269,"7,625 sqft",2
8270,"total interior livable area: 3,916 sqft",2
8271,"6,656 sqft",2
8272,"7,371 sqft",2
8273,"total interior livable area: 3,646 sqft",2
8274,"total interior livable area: 3,155 sqft",2
8275,"total interior livable area: 3,463 sqft",2
8276,"4,821 sqft",2
8277,"6,777 sqft",2
8278,"3,803 sqft",2
8279,"5,458 sqft",2
8280,"6,609 sqft",2
8281,"total interior livable area: 2,933 sqft",2
8282,"total interior livable area: 5,182 sqft",2
8283,"total interior livable area: 3,186 sqft",2
8284,total interior livable area: 610 sqft,2
8285,"112,886 sqft",2
8286,"total interior livable area: 4,080 sqft",2
8287,"7,038 sqft",2
8288,"6,067 sqft",2
8289,559 sqft,2
8290,"total interior livable area: 3,707 sqft",2
8291,"5,558 sqft",2
8292,"5,842 sqft",2
8293,"6,380 sqft",2
8294,"5,466 sqft",2
8295,"total interior livable area: 3,003 sqft",2
8296,"8,620 sqft",2
8297,"total interior livable area: 3,853 sqft",2
8298,"total interior livable area: 3,937 sqft",2
8299,"5,153 sqft",2
8300,"524,895 sqft",2
8301,"6,613 sqft",2
8302,"total interior livable area: 3,318 sqft",2
8303,"5,737 sqft",2
8304,"5,256 sqft",2
8305,"8,640 sqft",2
8306,"total interior livable area: 3,538 sqft",2
8307,"total interior livable area: 6,740 sqft",2
8308,"41,670 sqft",2
8309,306 sqft,2
8310,"total interior livable area: 3,225 sqft",2
8311,"5,098 sqft",2
8312,"9,697 sqft",2
8313,"total interior livable area: 4,536 sqft",2
8314,"6,028 sqft",2
8315,365 sqft,2
8316,"total interior livable area: 3,576 sqft",2
8317,"total interior livable area: 3,789 sqft",2
8318,"5,697 sqft",2
8319,"5,475 sqft",2
8320,"5,771 sqft",2
8321,total interior livable area: 425 sqft,2
8322,"104,075 sqft",2
8323,"6,092 sqft",2
8324,"7,281 sqft",2
8325,"608,532 sqft",2
8326,"total interior livable area: 7,200 sqft",2
8327,"409,538 sqft",2
8328,"total interior livable area: 5,048 sqft",2
8329,"total interior livable area: 4,950 sqft",2
8330,"6,546 sqft",2
8331,"total interior livable area: 3,580 sqft",2
8332,"5,947 sqft",2
8333,"5,231 sqft",2
8334,"51,400 sqft",2
8335,"8,156 sqft",2
8336,"60,000 sqft",2
8337,"73,900 sqft",2
8338,"332,660 sqft",2
8339,"5,493 sqft",2
8340,"500,710 sqft",2
8341,"total interior livable area: 3,932 sqft",2
8342,"6,012 sqft",2
8343,total interior livable area: 667 sqft,2
8344,"8,044 sqft",2
8345,"4,815 sqft",2
8346,"5,318 sqft",2
8347,"6,840 sqft",2
8348,"total interior livable area: 2,741 sqft",2
8349,"4,957 sqft",2
8350,"total interior livable area: 6,533 sqft",2
8351,"5,959 sqft",2
8352,"total interior livable area: 3,213 sqft",2
8353,"12,501 sqft",2
8354,"total interior livable area: 4,164 sqft",2
8355,"total interior livable area: 3,265 sqft",2
8356,"total interior livable area: 3,203 sqft",2
8357,"4,813 sqft",2
8358,"total interior livable area: 3,193 sqft",2
8359,"101,221 sqft",2
8360,"total interior livable area: 2,879 sqft",2
8361,"9,046 sqft",2
8362,"387,094 sqft",2
8363,"6,471 sqft",2
8364,"5,374 sqft",2
8365,"5,853 sqft",2
8366,"5,538 sqft",2
8367,"total interior livable area: 2,728 sqft",2
8368,"total interior livable area: 3,575 sqft",2
8369,"6,522 sqft",2
8370,total interior livable area: 638 sqft,2
8371,"5,999 sqft",2
8372,"44,431 sqft",2
8373,"6,391 sqft",2
8374,"5,322 sqft",2
8375,"5,111 sqft",2
8376,"4,711 sqft",2
8377,"16,800 sqft",2
8378,"5,163 sqft",2
8379,"5,578 sqft",2
8380,"147,000 sqft",2
8381,"6,123 sqft",2
8382,"4,848 sqft",2
8383,"6,956 sqft",2
8384,"total interior livable area: 3,977 sqft",2
8385,"total interior livable area: 5,407 sqft",2
8386,"total interior livable area: 3,955 sqft",2
8387,"total interior livable area: 4,253 sqft",2
8388,10 sqft,2
8389,"50,820 sqft",2
8390,"148,031 sqft",2
8391,total interior livable area: 919 sqft,2
8392,"4,979 sqft",2
8393,"5,332 sqft",2
8394,"20,930 sqft",2
8395,"total interior livable area: 3,788 sqft",2
8396,"5,896 sqft",2
8397,"7,637 sqft",2
8398,"total interior livable area: 3,236 sqft",2
8399,total interior livable area: 777 sqft,2
8400,"total interior livable area: 2,717 sqft",2
8401,"14,586 sqft",2
8402,"10,720 sqft",2
8403,total interior livable area: 602 sqft,2
8404,"5,499 sqft",2
8405,"total interior livable area: 4,147 sqft",2
8406,"total interior livable area: 6,189 sqft",2
8407,"total interior livable area: 3,545 sqft",2
8408,"4,634 sqft",2
8409,"total interior livable area: 2,915 sqft",2
8410,"5,145 sqft",2
8411,"total interior livable area: 3,967 sqft",2
8412,"total interior livable area: 3,813 sqft",2
8413,total interior livable area: 831 sqft,2
8414,"5,207 sqft",2
8415,"total interior livable area: 3,421 sqft",2
8416,"5,079 sqft",2
8417,"66,600 sqft",2
8418,"5,183 sqft",2
8419,482 sqft,2
8420,441 sqft,2
8421,"6,675 sqft",2
8422,"75,368 sqft",2
8423,"17,000 sqft",2
8424,"total interior livable area: 4,694 sqft",2
8425,"total interior livable area: 3,256 sqft",2
8426,"total interior livable area: 3,238 sqft",2
8427,"total interior livable area: 4,902 sqft",2
8428,"total interior livable area: 3,392 sqft",2
8429,"6,019 sqft",2
8430,"total interior livable area: 3,746 sqft",2
8431,"5,506 sqft",2
8432,"4,799 sqft",2
8433,"total interior livable area: 2,211 sqft",2
8434,"4,477 sqft",2
8435,"total interior livable area: 5,133 sqft",2
8436,"6,542 sqft",2
8437,"total interior livable area: 3,587 sqft",2
8438,"total interior livable area: 5,244 sqft",2
8439,"9,275 sqft",2
8440,"6,665 sqft",2
8441,"total interior livable area: 3,596 sqft",2
8442,"5,352 sqft",2
8443,total interior livable area: 714 sqft,2
8444,"7,553 sqft",2
8445,"11,762 sqft",2
8446,"total interior livable area: 3,885 sqft",2
8447,"total interior livable area: 4,624 sqft",2
8448,"7,907 sqft",2
8449,"total interior livable area: 3,368 sqft",2
8450,"30,800 sqft",2
8451,"total interior livable area: 6,100 sqft",2
8452,"total interior livable area: 5,307 sqft",2
8453,"total interior livable area: 3,101 sqft",2
8454,"total interior livable area: 2,806 sqft",2
8455,"7,459 sqft",2
8456,"6,487 sqft",2
8457,"total interior livable area: 2,489 sqft",2
8458,"202,841 sqft",2
8459,"total interior livable area: 2,945 sqft",2
8460,"total interior livable area: 2,503 sqft",2
8461,"total interior livable area: 4,420 sqft",2
8462,"8,398 sqft",2
8463,"total interior livable area: 2,812 sqft",2
8464,"total interior livable area: 2,727 sqft",2
8465,"6,976 sqft",2
8466,"7,344 sqft",2
8467,"total interior livable area: 3,682 sqft",2
8468,"6,070 sqft",2
8469,total interior livable area: 954 sqft,2
8470,"5,779 sqft",2
8471,"407,920 sqft",2
8472,"6,969 sqft",2
8473,"total interior livable area: 3,245 sqft",2
8474,"11,600 sqft",2
8475,total interior livable area: 568 sqft,2
8476,"16,200 sqft",2
8477,"8,344 sqft",2
8478,"4,833 sqft",2
8479,total interior livable area: 410 sqft,2
8480,"total interior livable area: 3,898 sqft",2
8481,"6,209 sqft",2
8482,total interior livable area: 564 sqft,2
8483,"16,425 sqft",2
8484,418 sqft,2
8485,"7,269 sqft",2
8486,"total interior livable area: 2,925 sqft",2
8487,"5,430 sqft",2
8488,"total interior livable area: 4,144 sqft",2
8489,"total interior livable area: 3,896 sqft",2
8490,"7,076 sqft",2
8491,"total interior livable area: 2,674 sqft",2
8492,57 sqft,2
8493,"total interior livable area: 3,328 sqft",2
8494,"total interior livable area: 4,016 sqft",2
8495,"total interior livable area: 6,576 sqft",2
8496,"total interior livable area: 3,154 sqft",2
8497,"5,380 sqft",2
8498,"5,639 sqft",2
8499,451 sqft,2
8500,"total interior livable area: 2,426 sqft",2
8501,"88,231 sqft",2
8502,"13,600 sqft",2
8503,"48,450 sqft",2
8504,30 sqft,2
8505,"6,395 sqft",2
8506,"5,198 sqft",2
8507,"total interior livable area: 4,277 sqft",2
8508,"5,189 sqft",2
8509,"5,501 sqft",2
8510,"total interior livable area: 4,962 sqft",2
8511,"total interior livable area: 65,393 sqft",2
8512,328 sqft,2
8513,total interior livable area: 913 sqft,2
8514,"9,940 sqft",2
8515,"6,394 sqft",2
8516,"total interior livable area: 3,243 sqft",2
8517,"total interior livable area: 3,816 sqft",2
8518,"5,481 sqft",2
8519,"6,085 sqft",2
8520,"5,958 sqft",2
8521,"total interior livable area: 3,427 sqft",2
8522,"6,658 sqft",2
8523,"8,487 sqft",2
8524,"12,196 sqft",2
8525,"total interior livable area: 4,518 sqft",2
8526,total interior livable area: 504 sqft,2
8527,"total interior livable area: 4,310 sqft",2
8528,total interior livable area: 691 sqft,2
8529,"428,836 sqft",2
8530,"7,183 sqft",2
8531,499 sqft,2
8532,"total interior livable area: 5,485 sqft",2
8533,"4,947 sqft",2
8534,"6,783 sqft",2
8535,"3,919 sqft",2
8536,"7,920 sqft",2
8537,"7,016 sqft",2
8538,"6,140 sqft",2
8539,"total interior livable area: 2,790 sqft",2
8540,555 sqft,2
8541,"6,006 sqft",2
8542,"5,742 sqft",2
8543,"5,816 sqft",2
8544,"total interior livable area: 4,232 sqft",2
8545,"4,715 sqft",2
8546,"9,583 sqft",2
8547,"6,107 sqft",2
8548,"4,769 sqft",2
8549,"total interior livable area: 3,843 sqft",2
8550,"total interior livable area: 3,221 sqft",2
8551,"total interior livable area: 3,560 sqft",2
8552,"7,319 sqft",2
8553,"9,328 sqft",2
8554,"total interior livable area: 6,018 sqft",2
8555,"total interior livable area: 4,692 sqft",2
8556,"total interior livable area: 4,323 sqft",2
8557,"total interior livable area: 4,750 sqft",2
8558,"total interior livable area: 6,118 sqft",2
8559,"8,062 sqft",2
8560,"5,413 sqft",2
8561,"total interior livable area: 2,962 sqft",2
8562,"total interior livable area: 3,290 sqft",2
8563,"total interior livable area: 3,422 sqft",2
8564,"total interior livable area: 4,748 sqft",2
8565,"10,554 sqft",2
8566,"total interior livable area: 4,238 sqft",2
8567,"total interior livable area: 3,157 sqft",2
8568,"7,850 sqft",2
8569,"5,858 sqft",2
8570,"13,256 sqft",2
8571,"28,000 sqft",2
8572,"174,240 sqft",2
8573,"7,262 sqft",2
8574,"8,418 sqft",2
8575,"8,128 sqft",2
8576,"5,238 sqft",2
8577,"total interior livable area: 4,183 sqft",2
8578,"13,091 sqft",2
8579,"total interior livable area: 2,999 sqft",2
8580,"10,438 sqft",2
8581,"6,691 sqft",2
8582,"total interior livable area: 4,480 sqft",2
8583,523 sqft,2
8584,"total interior livable area: 7,366 sqft",2
8585,"9,963 sqft",2
8586,"6,184 sqft",2
8587,"6,326 sqft",2
8588,"total interior livable area: 3,218 sqft",2
8589,"6,688 sqft",2
8590,"5,454 sqft",2
8591,"total interior livable area: 3,974 sqft",2
8592,"10,483 sqft",2
8593,"49,406 sqft",2
8594,"total interior livable area: 2,929 sqft",2
8595,"6,225 sqft",2
8596,387 sqft,2
8597,"total interior livable area: 1,487 sqft",2
8598,"total interior livable area: 3,557 sqft",2
8599,"8,323 sqft",2
8600,"7,509 sqft",2
8601,"6,924 sqft",2
8602,"total interior livable area: 3,103 sqft",2
8603,"total interior livable area: 3,506 sqft",2
8604,"total interior livable area: 3,067 sqft",2
8605,"total interior livable area: 4,190 sqft",2
8606,"7,447 sqft",2
8607,"total interior livable area: 4,423 sqft",2
8608,"230,473 sqft",2
8609,"5,423 sqft",2
8610,"total interior livable area: 4,104 sqft",2
8611,"5,251 sqft",2
8612,"total interior livable area: 2,892 sqft",2
8613,"total interior livable area: 4,149 sqft",2
8614,"5,029 sqft",2
8615,total interior livable area: 806 sqft,2
8616,"4,465 sqft",2
8617,"total interior livable area: 5,650 sqft",2
8618,"5,730 sqft",2
8619,"306,990 sqft",2
8620,"5,405 sqft",2
8621,245 sqft,2
8622,"total interior livable area: 2,958 sqft",2
8623,"10,750 sqft",2
8624,"7,864 sqft",2
8625,"6,110 sqft",2
8626,"total interior livable area: 3,770 sqft",2
8627,"5,320 sqft",2
8628,"total interior livable area: 1,897 sqft",2
8629,"total interior livable area: 3,620 sqft",2
8630,"12,471 sqft",2
8631,"6,891 sqft",2
8632,"87,120 sqft",2
8633,"261,360 sqft",2
8634,"7,710 sqft",2
8635,"total interior livable area: 3,423 sqft",2
8636,"total interior livable area: 1,083 sqft",2
8637,"6,389 sqft",2
8638,"total interior livable area: 4,051 sqft",2
8639,"6,157 sqft",2
8640,"total interior livable area: 2,848 sqft",2
8641,"total interior livable area: 3,906 sqft",2
8642,"total interior livable area: 3,958 sqft",2
8643,515 sqft,2
8644,total interior livable area: 774 sqft,2
8645,"5,702 sqft",2
8646,"11,236 sqft",2
8647,"8,950 sqft",2
8648,"5,860 sqft",2
8649,"5,229 sqft",2
8650,"5,661 sqft",2
8651,"5,594 sqft",2
8652,"total interior livable area: 4,204 sqft",2
8653,"6,034 sqft",2
8654,"6,577 sqft",2
8655,"7,640 sqft",2
8656,"total interior livable area: 3,454 sqft",2
8657,"6,217 sqft",2
8658,"6,661 sqft",2
8659,324 sqft,2
8660,"94,432 sqft",2
8661,"5,810 sqft",2
8662,"6,714 sqft",2
8663,"5,688 sqft",2
8664,"19,000 sqft",2
8665,"4,820 sqft",2
8666,"7,497 sqft",2
8667,"9,870 sqft",2
8668,"110,000 sqft",2
8669,"total interior livable area: 3,755 sqft",2
8670,"total interior livable area: 3,396 sqft",2
8671,"total interior livable area: 5,731 sqft",2
8672,"7,679 sqft",2
8673,"total interior livable area: 3,942 sqft",2
8674,"total interior livable area: 4,118 sqft",2
8675,total interior livable area: 627 sqft,2
8676,"8,215 sqft",2
8677,"6,242 sqft",2
8678,total interior livable area: 843 sqft,2
8679,"4,758 sqft",2
8680,"total interior livable area: 3,263 sqft",2
8681,"total interior livable area: 2,842 sqft",2
8682,"total interior livable area: 6,600 sqft",2
8683,"5,911 sqft",2
8684,"total interior livable area: 2,701 sqft",2
8685,"41,700 sqft",2
8686,"38,850 sqft",2
8687,"5,881 sqft",2
8688,"6,090 sqft",2
8689,"6,458 sqft",2
8690,"4,675 sqft",2
8691,"11,430 sqft",2
8692,"49,000 sqft",2
8693,total interior livable area: 516 sqft,2
8694,"total interior livable area: 3,109 sqft",2
8695,"5,946 sqft",2
8696,"5,431 sqft",2
8697,311 sqft,2
8698,130 sqft,2
8699,total interior livable area: 628 sqft,2
8700,total interior livable area: 807 sqft,2
8701,"total interior livable area: 3,653 sqft",2
8702,total interior livable area: 420 sqft,2
8703,372 sqft,2
8704,"total interior livable area: 4,608 sqft",2
8705,"5,227 sqft",2
8706,"153,525 sqft",2
8707,"6,191 sqft",2
8708,"6,355 sqft",2
8709,"5,823 sqft",2
8710,"6,084 sqft",2
8711,"246,480 sqft",2
8712,"4,952 sqft",2
8713,"9,316 sqft",2
8714,"total interior livable area: 3,226 sqft",2
8715,"total interior livable area: 4,286 sqft",2
8716,"6,001 sqft",2
8717,"92,216 sqft",2
8718,"5,076 sqft",2
8719,"total interior livable area: 4,699 sqft",2
8720,"7,077 sqft",2
8721,"8,193 sqft",2
8722,"5,557 sqft",2
8723,461 sqft,2
8724,"16,500 sqft",2
8725,"total interior livable area: 2,604 sqft",2
8726,"3,735 sqft",2
8727,"total interior livable area: 4,754 sqft",2
8728,"total interior livable area: 5,254 sqft",2
8729,total interior livable area: 651 sqft,2
8730,"total interior livable area: 4,671 sqft",2
8731,"7,830 sqft",2
8732,"total interior livable area: 3,758 sqft",2
8733,"49,363 sqft",2
8734,"6,169 sqft",2
8735,"235,000 sqft",2
8736,"4,403 sqft",2
8737,"7,155 sqft",2
8738,"6,410 sqft",2
8739,"total interior livable area: 3,839 sqft",2
8740,"total interior livable area: 3,554 sqft",2
8741,"7,233 sqft",2
8742,"5,303 sqft",2
8743,"total interior livable area: 3,270 sqft",2
8744,"total interior livable area: 3,090 sqft",2
8745,"6,829 sqft",2
8746,"total interior livable area: 6,682 sqft",2
8747,total interior livable area: 721 sqft,2
8748,"7,297 sqft",2
8749,total interior livable area: 969 sqft,2
8750,"6,017 sqft",2
8751,"6,875 sqft",2
8752,"213,921 sqft",2
8753,"32,670 sqft",2
8754,"6,745 sqft",2
8755,"total interior livable area: 3,140 sqft",2
8756,total interior livable area: 637 sqft,2
8757,"6,469 sqft",2
8758,"total interior livable area: 3,031 sqft",2
8759,"18,530 sqft",2
8760,"total interior livable area: 4,261 sqft",2
8761,"7,973 sqft",2
8762,total interior livable area: 727 sqft,2
8763,"5,994 sqft",2
8764,"total interior livable area: 2,397 sqft",2
8765,"total interior livable area: 3,901 sqft",2
8766,"total interior livable area: 4,363 sqft",2
8767,72 sqft,2
8768,"6,852 sqft",2
8769,"6,465 sqft",2
8770,"5,931 sqft",2
8771,"6,457 sqft",2
8772,"6,081 sqft",2
8773,"6,918 sqft",2
8774,"8,019 sqft",2
8775,"total interior livable area: 3,878 sqft",2
8776,"40,946 sqft",2
8777,"total interior livable area: 2,932 sqft",2
8778,"5,092 sqft",2
8779,"6,909 sqft",2
8780,"5,576 sqft",2
8781,"6,144 sqft",2
8782,"400,180 sqft",2
8783,"5,571 sqft",2
8784,"total interior livable area: 4,075 sqft",2
8785,"7,520 sqft",2
8786,"8,322 sqft",2
8787,"total interior livable area: 4,157 sqft",2
8788,"total interior livable area: 4,256 sqft",2
8789,"97,755 sqft",2
8790,total interior livable area: 985 sqft,2
8791,"8,093 sqft",2
8792,"6,272 sqft",2
8793,"total interior livable area: 4,205 sqft",2
8794,"13,043 sqft",2
8795,"10,841 sqft",2
8796,"4,949 sqft",2
8797,"35,815 sqft",2
8798,200 sqft,2
8799,"total interior livable area: 9,712 sqft",2
8800,"total interior livable area: 3,274 sqft",2
8801,"6,305 sqft",2
8802,total interior livable area: 525 sqft,2
8803,"total interior livable area: 3,113 sqft",2
8804,"total interior livable area: 3,037 sqft",2
8805,"6,328 sqft",2
8806,"total interior livable area: 3,181 sqft",2
8807,"total interior livable area: 4,338 sqft",2
8808,"total interior livable area: 3,838 sqft",2
8809,"117,150 sqft",2
8810,"196,920 sqft",2
8811,"total interior livable area: 3,662 sqft",2
8812,"10,086 sqft",2
8813,"6,514 sqft",2
8814,"total interior livable area: 3,325 sqft",2
8815,"5,015 sqft",2
8816,"total interior livable area: 3,766 sqft",2
8817,total interior livable area: 300 sqft,2
8818,"7,330 sqft",2
8819,"total interior livable area: 3,258 sqft",2
8820,"total interior livable area: 7,674 sqft",2
8821,"6,489 sqft",2
8822,"3,886 sqft",2
8823,"5,177 sqft",2
8824,"total interior livable area: 5,760 sqft",2
8825,"total interior livable area: 4,887 sqft",2
8826,"8,116 sqft",2
8827,"total interior livable area: 4,011 sqft",2
8828,"7,517 sqft",2
8829,"total interior livable area: 3,312 sqft",2
8830,"385,000 sqft",2
8831,"8,060 sqft",2
8832,"total interior livable area: 2,963 sqft",2
8833,"total interior livable area: 3,303 sqft",2
8834,"206,754 sqft",2
8835,"5,868 sqft",2
8836,329 sqft,2
8837,"17,380 sqft",2
8838,"total interior livable area: 5,003 sqft",2
8839,"total interior livable area: 2,986 sqft",2
8840,"total interior livable area: 6,000 sqft",2
8841,"total interior livable area: 3,641 sqft",2
8842,"10,260 sqft",2
8843,"total interior livable area: 2,085 sqft",2
8844,319 sqft,2
8845,total interior livable area: 909 sqft,2
8846,"5,922 sqft",2
8847,"total interior livable area: 5,565 sqft",2
8848,"8,992 sqft",2
8849,"5,884 sqft",2
8850,"total interior livable area: 3,588 sqft",2
8851,"total interior livable area: 2,692 sqft",2
8852,"4,966 sqft",2
8853,"7,498 sqft",2
8854,"total interior livable area: 3,741 sqft",2
8855,"107,250 sqft",2
8856,"total interior livable area: 3,234 sqft",2
8857,"6,711 sqft",2
8858,"total interior livable area: 3,147 sqft",2
8859,"total interior livable area: 4,510 sqft",2
8860,"total interior livable area: 5,634 sqft",2
8861,"6,787 sqft",2
8862,"238,128 sqft",2
8863,"total interior livable area: 4,274 sqft",2
8864,"5,169 sqft",2
8865,"5,910 sqft",2
8866,"5,761 sqft",2
8867,402 sqft,2
8868,"8,097 sqft",2
8869,"total interior livable area: 3,011 sqft",2
8870,"6,249 sqft",2
8871,"6,496 sqft",2
8872,"7,009 sqft",2
8873,"31,540 sqft",2
8874,"5,940 sqft",2
8875,"7,644 sqft",2
8876,"total interior livable area: 2,977 sqft",2
8877,"total interior livable area: 5,034 sqft",2
8878,"total interior livable area: 3,484 sqft",2
8879,"5,929 sqft",2
8880,334 sqft,2
8881,total interior livable area: 776 sqft,2
8882,"total interior livable area: 5,593 sqft",2
8883,"4,463 sqft",2
8884,"5,670 sqft",2
8885,"total interior livable area: 2,403 sqft",2
8886,"total interior livable area: 2,781 sqft",2
8887,190 sqft,2
8888,"35,719 sqft",2
8889,"5,461 sqft",2
8890,"total interior livable area: 3,829 sqft",2
8891,"182,200 sqft",2
8892,"8,563 sqft",2
8893,"261,401 sqft",2
8894,"total interior livable area: 3,511 sqft",2
8895,"5,983 sqft",2
8896,"total interior livable area: 3,166 sqft",2
8897,"total interior livable area: 5,125 sqft",2
8898,"total interior livable area: 1,111 sqft",2
8899,"10,421 sqft",2
8900,"5,792 sqft",2
8901,"98,881 sqft",2
8902,"4,829 sqft",2
8903,"total interior livable area: 3,952 sqft",2
8904,"total interior livable area: 2,853 sqft",2
8905,"total interior livable area: 5,110 sqft",2
8906,"6,362 sqft",2
8907,"6,165 sqft",2
8908,"total interior livable area: 3,390 sqft",2
8909,"91,776 sqft",2
8910,"total interior livable area: 3,715 sqft",2
