,index,sqft
1080,"1,538 sqft",46
1081,"1,466 sqft",46
1082,"1,649 sqft",46
1083,"2,258 sqft",46
1084,"1,815 sqft",46
1085,"1,553 sqft",46
1086,"2,009 sqft",46
1087,"1,743 sqft",46
1088,"1,153 sqft",46
1089,754 sqft,46
1090,"1,377 sqft",46
1091,986 sqft,46
1092,"2,159 sqft",46
1093,"2,270 sqft",46
1094,"1,926 sqft",46
1095,"1,202 sqft",46
1096,"2,388 sqft",46
1097,"2,290 sqft",46
1098,"1,071 sqft",46
1099,"2,425 sqft",46
1100,"2,075 sqft",46
1101,"1,739 sqft",46
1102,934 sqft,46
1103,"2,135 sqft",46
1104,"1,769 sqft",46
1105,"2,115 sqft",46
1106,"2,328 sqft",46
1107,"4,100 sqft",46
1108,"1,583 sqft",46
1109,"1,832 sqft",46
1110,450 sqft,46
1111,730 sqft,46
1112,"2,538 sqft",46
1113,"3,010 sqft",46
1114,"1,809 sqft",46
1115,"1,978 sqft",46
1116,"1,283 sqft",46
1117,"2,038 sqft",46
1118,"1,719 sqft",45
1119,"2,470 sqft",45
1120,"1,781 sqft",45
1121,"2,321 sqft",45
1122,"2,013 sqft",45
1123,"1,805 sqft",45
1124,"2,383 sqft",45
1125,"1,643 sqft",45
1126,"1,905 sqft",45
1127,"2,278 sqft",45
1128,736 sqft,45
1129,"1,903 sqft",45
1130,"1,171 sqft",45
1131,"1,895 sqft",45
1132,996 sqft,45
1133,"total interior livable area: 1,250 sqft",45
1134,"1,569 sqft",45
1135,"1,859 sqft",45
1136,"1,949 sqft",45
1137,"2,726 sqft",45
1138,"2,243 sqft",45
1139,"2,370 sqft",45
1140,"1,784 sqft",45
1141,"1,722 sqft",45
1142,"2,195 sqft",45
1143,"1,411 sqft",45
1144,908 sqft,45
1145,"1,263 sqft",45
1146,876 sqft,45
1147,"1,551 sqft",45
1148,"2,762 sqft",45
1149,"2,684 sqft",45
1150,"2,358 sqft",45
1151,"1,962 sqft",45
1152,"2,406 sqft",45
1153,"2,632 sqft",45
1154,"1,641 sqft",45
1155,"1,469 sqft",45
1156,"1,129 sqft",45
1157,"2,091 sqft",45
1158,"1,695 sqft",45
1159,"3,700 sqft",45
1160,"1,927 sqft",45
1161,"2,155 sqft",45
1162,"2,856 sqft",45
1163,"1,964 sqft",45
1164,625 sqft,45
1165,"2,410 sqft",44
1166,"1,907 sqft",44
1167,"2,218 sqft",44
1168,"2,712 sqft",44
1169,"1,414 sqft",44
1170,"1,606 sqft",44
1171,"2,688 sqft",44
1172,"2,634 sqft",44
1173,"1,697 sqft",44
1174,"1,201 sqft",44
1175,744 sqft,44
1176,624 sqft,44
1177,"1,289 sqft",44
1178,"1,147 sqft",44
1179,"2,604 sqft",44
1180,"2,415 sqft",44
1181,"2,860 sqft",44
1182,"2,102 sqft",44
1183,"2,277 sqft",44
1184,"2,113 sqft",44
1185,"1,355 sqft",44
1186,"2,163 sqft",44
1187,"1,203 sqft",44
1188,"2,126 sqft",44
1189,"2,223 sqft",44
1190,"2,154 sqft",44
1191,"1,947 sqft",44
1192,"2,472 sqft",44
1193,"1,022 sqft",44
1194,"2,710 sqft",44
1195,"2,675 sqft",44
1196,956 sqft,44
1197,"1,354 sqft",44
1198,"2,326 sqft",44
1199,"2,382 sqft",44
1200,"1,658 sqft",44
1201,"2,552 sqft",44
1202,total interior livable area: 800 sqft,44
1203,"2,435 sqft",44
1204,"2,544 sqft",44
1205,"1,337 sqft",44
1206,"2,101 sqft",44
1207,"1,357 sqft",43
1208,"1,342 sqft",43
1209,"1,657 sqft",43
1210,"2,378 sqft",43
1211,"1,086 sqft",43
1212,"2,740 sqft",43
1213,696 sqft,43
1214,"1,629 sqft",43
1215,"1,089 sqft",43
1216,"2,139 sqft",43
1217,"2,396 sqft",43
1218,"1,789 sqft",43
1219,"1,663 sqft",43
1220,"1,531 sqft",43
1221,"2,522 sqft",43
1222,"2,235 sqft",43
1223,"2,314 sqft",43
1224,"1,721 sqft",43
1225,"1,615 sqft",43
1226,"1,343 sqft",43
1227,"1,497 sqft",43
1228,"1,149 sqft",43
1229,"1,329 sqft",43
1230,"2,446 sqft",43
1231,"2,041 sqft",43
1232,"2,254 sqft",43
1233,"2,133 sqft",43
1234,926 sqft,43
1235,"1,523 sqft",43
1236,"2,519 sqft",43
1237,"2,146 sqft",43
1238,"2,511 sqft",43
1239,"1,917 sqft",43
1240,"2,812 sqft",43
1241,"1,447 sqft",43
1242,848 sqft,43
1243,"1,082 sqft",43
1244,"1,115 sqft",43
1245,"1,227 sqft",43
1246,"1,423 sqft",43
1247,"2,337 sqft",42
1248,"1,985 sqft",42
1249,"1,499 sqft",42
1250,846 sqft,42
1251,"2,765 sqft",42
1252,"1,383 sqft",42
1253,"1,911 sqft",42
1254,"2,582 sqft",42
1255,"2,344 sqft",42
1256,953 sqft,42
1257,"2,069 sqft",42
1258,"1,653 sqft",42
1259,"2,134 sqft",42
1260,"1,351 sqft",42
1261,"1,267 sqft",42
1262,"2,203 sqft",42
1263,"2,286 sqft",42
1264,"1,359 sqft",42
1265,"1,945 sqft",42
1266,"1,894 sqft",42
1267,"1,331 sqft",42
1268,982 sqft,42
1269,"2,087 sqft",42
1270,"1,639 sqft",42
1271,957 sqft,42
1272,"2,151 sqft",42
1273,"2,293 sqft",42
1274,"1,943 sqft",42
1275,"2,346 sqft",42
1276,"2,316 sqft",42
1277,"2,536 sqft",42
1278,"1,799 sqft",42
1279,"1,659 sqft",42
1280,"1,453 sqft",42
1281,"1,853 sqft",41
1282,"2,138 sqft",41
1283,"1,577 sqft",41
1284,"1,957 sqft",41
1285,"1,099 sqft",41
1286,"1,257 sqft",41
1287,"2,231 sqft",41
1288,"2,711 sqft",41
1289,"2,575 sqft",41
1290,"2,186 sqft",41
1291,"2,207 sqft",41
1292,"2,510 sqft",41
1293,994 sqft,41
1294,"2,222 sqft",41
1295,"2,490 sqft",41
1296,"1,219 sqft",41
1297,"1,379 sqft",41
1298,"total interior livable area: 1,650 sqft",41
1299,"1,933 sqft",41
1300,580 sqft,41
1301,"2,646 sqft",41
1302,"1,817 sqft",41
1303,"2,890 sqft",41
1304,"3,432 sqft",41
1305,"1,189 sqft",41
1306,"1,211 sqft",41
1307,"1,055 sqft",41
1308,"2,348 sqft",41
1309,"2,117 sqft",41
1310,"2,980 sqft",41
1311,842 sqft,41
1312,"2,386 sqft",41
1313,576 sqft,41
1314,"1,617 sqft",41
1315,"2,103 sqft",41
1316,"2,264 sqft",41
1317,"1,077 sqft",41
1318,922 sqft,41
1319,"1,757 sqft",41
1320,"1,693 sqft",41
1321,"2,188 sqft",41
1322,"2,870 sqft",41
1323,"2,677 sqft",41
1324,"2,234 sqft",41
1325,"2,654 sqft",40
1326,"2,614 sqft",40
1327,"1,821 sqft",40
1328,"2,768 sqft",40
1329,"2,274 sqft",40
1330,"2,049 sqft",40
1331,"1,745 sqft",40
1332,"1,467 sqft",40
1333,"2,309 sqft",40
1334,"2,055 sqft",40
1335,"2,804 sqft",40
1336,"2,194 sqft",40
1337,"2,718 sqft",40
1338,"1,023 sqft",40
1339,"2,504 sqft",40
1340,"total interior livable area: 2,400 sqft",40
1341,"2,063 sqft",40
1342,"2,347 sqft",40
1343,882 sqft,40
1344,935 sqft,40
1345,"1,415 sqft",40
1346,"2,393 sqft",40
1347,"1,803 sqft",40
1348,"1,971 sqft",40
1349,"2,622 sqft",40
1350,"1,173 sqft",40
1351,"2,174 sqft",40
1352,"2,772 sqft",40
1353,"2,412 sqft",40
1354,"2,445 sqft",40
1355,"1,087 sqft",40
1356,"1,123 sqft",40
1357,"2,307 sqft",40
1358,"1,877 sqft",40
1359,"2,245 sqft",40
1360,"3,015 sqft",40
1361,"1,021 sqft",40
1362,835 sqft,40
1363,776 sqft,40
1364,"2,466 sqft",40
1365,"2,506 sqft",40
1366,"1,369 sqft",40
1367,"2,528 sqft",40
1368,"2,111 sqft",40
1369,"2,610 sqft",39
1370,"2,770 sqft",39
1371,"2,061 sqft",39
1372,"2,267 sqft",39
1373,"1,751 sqft",39
1374,"1,007 sqft",39
1375,"2,920 sqft",39
1376,"2,502 sqft",39
1377,"1,561 sqft",39
1378,"2,239 sqft",39
1379,"2,097 sqft",39
1380,"2,436 sqft",39
1381,914 sqft,39
1382,"2,007 sqft",39
1383,"2,019 sqft",39
1384,"2,359 sqft",39
1385,"1,183 sqft",39
1386,"1,371 sqft",39
1387,"1,315 sqft",39
1388,"2,644 sqft",39
1389,852 sqft,39
1390,"1,691 sqft",39
1391,"2,796 sqft",39
1392,"2,292 sqft",39
1393,"1,585 sqft",39
1394,"1,373 sqft",39
1395,"1,831 sqft",39
1396,963 sqft,39
1397,985 sqft,39
1398,"1,135 sqft",39
1399,"2,478 sqft",39
1400,"2,862 sqft",39
1401,"1,533 sqft",39
1402,"2,505 sqft",39
1403,"2,512 sqft",39
1404,"1,161 sqft",39
1405,"1,851 sqft",39
1406,"2,402 sqft",39
1407,"1,449 sqft",39
1408,"1,193 sqft",39
1409,"2,950 sqft",39
1410,"2,357 sqft",39
1411,"1,621 sqft",39
1412,"2,562 sqft",39
1413,"2,046 sqft",39
1414,"1,766 sqft",39
1415,"2,067 sqft",39
1416,"2,668 sqft",39
1417,"1,243 sqft",39
1418,"1,819 sqft",39
1419,"1,993 sqft",39
1420,974 sqft,39
1421,"2,702 sqft",39
1422,"1,835 sqft",39
1423,"1,669 sqft",38
1424,"3,030 sqft",38
1425,856 sqft,38
1426,"2,547 sqft",38
1427,"1,163 sqft",38
1428,"2,331 sqft",38
1429,"1,259 sqft",38
1430,"2,071 sqft",38
1431,"1,251 sqft",38
1432,"2,039 sqft",38
1433,"2,059 sqft",38
1434,"1,303 sqft",38
1435,"1,399 sqft",38
1436,"2,434 sqft",38
1437,"2,433 sqft",38
1438,"2,333 sqft",38
1439,"2,553 sqft",38
1440,"2,413 sqft",38
1441,"1,297 sqft",38
1442,"1,111 sqft",38
1443,"2,085 sqft",38
1444,"2,167 sqft",38
1445,755 sqft,38
1446,"1,887 sqft",38
1447,"1,113 sqft",38
1448,"1,879 sqft",38
1449,958 sqft,38
1450,"1,481 sqft",38
1451,"2,253 sqft",38
1452,"1,293 sqft",38
1453,"2,145 sqft",38
1454,"2,261 sqft",38
1455,"1,006 sqft",38
1456,"1,807 sqft",38
1457,"2,283 sqft",38
1458,"2,363 sqft",38
1459,"2,137 sqft",38
1460,"1,981 sqft",38
1461,"2,189 sqft",38
1462,"2,066 sqft",38
1463,949 sqft,38
1464,"1,341 sqft",38
1465,774 sqft,38
1466,"1,773 sqft",38
1467,"2,670 sqft",38
1468,"1,059 sqft",38
1469,"1,271 sqft",38
1470,"total interior livable area: 2,200 sqft",38
1471,903 sqft,38
1472,"2,556 sqft",38
1473,"2,043 sqft",38
1474,"2,255 sqft",38
1475,"2,481 sqft",38
1476,684 sqft,38
1477,"2,105 sqft",38
1478,"1,977 sqft",38
1479,"2,099 sqft",38
1480,"1,581 sqft",38
1481,"2,788 sqft",37
1482,"2,590 sqft",37
1483,"2,564 sqft",37
1484,854 sqft,37
1485,"2,123 sqft",37
1486,"3,750 sqft",37
1487,"2,095 sqft",37
1488,"total interior livable area: 1,260 sqft",37
1489,"2,818 sqft",37
1490,"2,976 sqft",37
1491,"2,213 sqft",37
1492,"1,117 sqft",37
1493,"1,527 sqft",37
1494,"3,350 sqft",37
1495,"1,543 sqft",37
1496,"2,037 sqft",37
1497,"1,151 sqft",37
1498,"5,200 sqft",37
1499,785 sqft,37
1500,"2,928 sqft",37
1501,"2,526 sqft",37
1502,"1,767 sqft",37
1503,"2,498 sqft",37
1504,885 sqft,37
1505,978 sqft,37
1506,"2,233 sqft",37
1507,"2,852 sqft",37
1508,"2,173 sqft",37
1509,"2,736 sqft",37
1510,"1,982 sqft",37
1511,"1,457 sqft",37
1512,"1,763 sqft",37
1513,"1,347 sqft",37
1514,"1,031 sqft",37
1515,"2,205 sqft",37
1516,"1,063 sqft",37
1517,"1,207 sqft",37
1518,"2,518 sqft",37
1519,"1,909 sqft",37
1520,"2,262 sqft",37
1521,"1,299 sqft",37
1522,"2,141 sqft",37
1523,"1,431 sqft",37
1524,"total interior livable area: 1,560 sqft",37
1525,"2,892 sqft",36
1526,"1,349 sqft",36
1527,"1,969 sqft",36
1528,"2,754 sqft",36
1529,"2,618 sqft",36
1530,905 sqft,36
1531,"2,147 sqft",36
1532,"1,051 sqft",36
1533,"1,631 sqft",36
1534,"2,166 sqft",36
1535,"2,390 sqft",36
1536,685 sqft,36
1537,"2,375 sqft",36
1538,"2,607 sqft",36
1539,"1,961 sqft",36
1540,"1,083 sqft",36
1541,total interior livable area: 840 sqft,36
1542,"2,554 sqft",36
1543,"4,600 sqft",36
1544,"2,315 sqft",36
1545,"2,463 sqft",36
1546,"2,578 sqft",36
1547,"1,863 sqft",36
1548,"2,403 sqft",36
1549,808 sqft,36
1550,"1,749 sqft",36
1551,"2,672 sqft",36
1552,"1,187 sqft",36
1553,"2,588 sqft",36
1554,"2,193 sqft",36
1555,"2,401 sqft",36
1556,"1,127 sqft",36
1557,"2,418 sqft",36
1558,"1,387 sqft",36
1559,"1,177 sqft",36
1560,891 sqft,36
1561,"1,921 sqft",36
1562,"2,758 sqft",36
1563,"1,881 sqft",36
1564,804 sqft,36
1565,"1,991 sqft",36
1566,"1,759 sqft",36
1567,"2,053 sqft",36
1568,"1,813 sqft",36
1569,"2,416 sqft",36
1570,"2,183 sqft",36
1571,"2,636 sqft",36
1572,"2,021 sqft",36
1573,"2,047 sqft",36
1574,"1,037 sqft",35
1575,"2,079 sqft",35
1576,"2,721 sqft",35
1577,"2,209 sqft",35
1578,"2,456 sqft",35
1579,"3,240 sqft",35
1580,"2,229 sqft",35
1581,"2,896 sqft",35
1582,"2,443 sqft",35
1583,"2,964 sqft",35
1584,"2,453 sqft",35
1585,"1,559 sqft",35
1586,"1,994 sqft",35
1587,"2,468 sqft",35
1588,"1,953 sqft",35
1589,705 sqft,35
1590,"3,004 sqft",35
1591,"2,970 sqft",35
1592,"1,473 sqft",35
1593,"2,421 sqft",35
1594,"1,285 sqft",35
1595,"2,529 sqft",35
1596,"3,034 sqft",35
1597,"1,249 sqft",35
1598,"2,464 sqft",35
1599,"2,266 sqft",35
1600,987 sqft,35
1601,878 sqft,35
1602,"2,457 sqft",35
1603,"2,471 sqft",35
1604,"2,486 sqft",35
1605,"1,883 sqft",35
1606,"2,628 sqft",35
1607,"2,824 sqft",35
1608,"2,215 sqft",35
1609,"1,133 sqft",35
1610,"1,899 sqft",35
1611,"1,319 sqft",35
1612,"2,686 sqft",35
1613,"2,755 sqft",35
1614,"2,596 sqft",35
1615,"2,325 sqft",34
1616,"2,238 sqft",34
1617,"2,546 sqft",34
1618,"2,197 sqft",34
1619,"1,661 sqft",34
1620,"1,963 sqft",34
1621,"5,400 sqft",34
1622,616 sqft,34
1623,"2,805 sqft",34
1624,"1,711 sqft",34
1625,"1,291 sqft",34
1626,"2,282 sqft",34
1627,"1,955 sqft",34
1628,"1,987 sqft",34
1629,"1,941 sqft",34
1630,"3,003 sqft",34
1631,"2,534 sqft",34
1632,"2,083 sqft",34
1633,"2,182 sqft",34
1634,"1,689 sqft",34
1635,"2,351 sqft",34
1636,"2,438 sqft",34
1637,"2,488 sqft",34
1638,"1,937 sqft",34
1639,"3,020 sqft",34
1640,"1,126 sqft",34
1641,"2,158 sqft",34
1642,"1,861 sqft",34
1643,"1,483 sqft",34
1644,"2,694 sqft",34
1645,"2,249 sqft",34
1646,"2,305 sqft",34
1647,"2,491 sqft",34
1648,"2,259 sqft",34
1649,"1,841 sqft",34
1650,"2,313 sqft",34
1651,"1,213 sqft",34
1652,"2,073 sqft",34
1653,"2,698 sqft",34
1654,"2,806 sqft",34
1655,"2,119 sqft",34
1656,"2,164 sqft",34
1657,"1,999 sqft",34
1658,805 sqft,34
1659,"1,381 sqft",34
1660,"2,237 sqft",34
1661,"1,047 sqft",34
1662,"2,493 sqft",34
1663,"1,959 sqft",34
1664,"2,257 sqft",34
1665,"2,051 sqft",34
1666,"1,046 sqft",34
1667,"1,783 sqft",34
1668,"2,177 sqft",34
1669,"2,685 sqft",34
1670,"2,815 sqft",33
1671,"2,284 sqft",33
1672,"2,221 sqft",33
1673,"2,565 sqft",33
1674,"1,613 sqft",33
1675,"2,524 sqft",33
1676,"1,097 sqft",33
1677,"1,517 sqft",33
1678,"3,187 sqft",33
1679,"2,998 sqft",33
1680,765 sqft,33
1681,"total interior livable area: 1,536 sqft",33
1682,"1,363 sqft",33
1683,"2,748 sqft",33
1684,"2,335 sqft",33
1685,"2,279 sqft",33
1686,"2,494 sqft",33
1687,"2,753 sqft",33
1688,"2,029 sqft",33
1689,"3,024 sqft",33
1690,"total interior livable area: 1,512 sqft",33
1691,802 sqft,33
1692,"1,011 sqft",33
1693,"2,439 sqft",33
1694,845 sqft,33
1695,"2,369 sqft",33
1696,"2,834 sqft",33
1697,"2,129 sqft",33
1698,"2,353 sqft",33
1699,"1,029 sqft",33
1700,"2,625 sqft",33
1701,"2,714 sqft",33
1702,"7,000 sqft",33
1703,"2,557 sqft",33
1704,"2,783 sqft",33
1705,"2,499 sqft",33
1706,"2,930 sqft",33
1707,"3,180 sqft",33
1708,"2,757 sqft",33
1709,"2,659 sqft",33
1710,"2,568 sqft",33
1711,"2,558 sqft",33
1712,"2,598 sqft",33
1713,"1,997 sqft",33
1714,"2,089 sqft",33
1715,"2,635 sqft",33
1716,"2,616 sqft",33
1717,"2,716 sqft",33
1718,"2,395 sqft",33
1719,"1,095 sqft",33
1720,"2,475 sqft",33
1721,total interior livable area: 850 sqft,33
1722,"2,227 sqft",33
1723,"2,696 sqft",33
1724,"10,000 sqft",33
1725,"2,555 sqft",33
1726,"1,101 sqft",33
1727,"2,503 sqft",33
1728,"3,126 sqft",33
1729,648 sqft,33
1730,"2,708 sqft",33
1731,"2,287 sqft",33
1732,"total interior livable area: 1,408 sqft",33
1733,"2,775 sqft",33
1734,"2,744 sqft",33
1735,989 sqft,32
1736,"1,393 sqft",32
1737,"1,493 sqft",32
1738,"2,612 sqft",32
1739,"3,094 sqft",32
1740,"1,427 sqft",32
1741,943 sqft,32
1742,"1,893 sqft",32
1743,"1,013 sqft",32
1744,"3,228 sqft",32
1745,"2,709 sqft",32
1746,"2,187 sqft",32
1747,844 sqft,32
1748,"4,300 sqft",32
1749,"3,125 sqft",32
1750,"3,192 sqft",32
1751,"2,584 sqft",32
1752,"2,394 sqft",32
1753,"total interior livable area: 1,450 sqft",32
1754,"2,301 sqft",32
1755,"1,939 sqft",32
1756,"2,656 sqft",32
1757,"1,929 sqft",32
1758,"2,311 sqft",32
1759,"total interior livable area: 1,224 sqft",32
1760,"3,360 sqft",32
1761,"total interior livable area: 1,920 sqft",32
1762,"2,271 sqft",32
1763,"1,061 sqft",32
1764,"2,853 sqft",32
1765,"1,157 sqft",32
1766,"total interior livable area: 1,056 sqft",32
1767,"1,199 sqft",32
1768,"2,682 sqft",32
1769,"2,537 sqft",32
1770,"2,908 sqft",32
1771,"2,695 sqft",32
1772,"1,407 sqft",32
1773,"3,006 sqft",32
1774,"1,361 sqft",32
1775,"1,001 sqft",32
1776,"3,216 sqft",32
1777,"2,808 sqft",32
1778,"2,637 sqft",32
1779,"1,873 sqft",31
1780,"1,413 sqft",31
1781,"2,342 sqft",31
1782,"1,973 sqft",31
1783,"2,294 sqft",31
1784,"4,700 sqft",31
1785,"2,098 sqft",31
1786,"2,318 sqft",31
1787,"2,349 sqft",31
1788,"3,530 sqft",31
1789,946 sqft,31
1790,"total interior livable area: 1,170 sqft",31
1791,"1,091 sqft",31
1792,899 sqft,31
1793,913 sqft,31
1794,"2,387 sqft",31
1795,"2,574 sqft",31
1796,834 sqft,31
1797,"2,381 sqft",31
1798,"2,181 sqft",31
1799,"total interior livable area: 2,100 sqft",31
1800,"2,118 sqft",31
1801,"2,784 sqft",31
1802,"2,247 sqft",31
1803,955 sqft,31
1804,"2,431 sqft",31
1805,"total interior livable area: 1,850 sqft",31
1806,"1,221 sqft",31
1807,"2,946 sqft",31
1808,"2,790 sqft",31
1809,"2,497 sqft",31
1810,"2,455 sqft",31
1811,"2,671 sqft",31
1812,"1,191 sqft",31
1813,"2,777 sqft",31
1814,"total interior livable area: 1,050 sqft",31
1815,"1,141 sqft",31
1816,"total interior livable area: 1,584 sqft",31
1817,"2,447 sqft",31
1818,738 sqft,31
1819,"2,462 sqft",31
1820,"2,823 sqft",31
1821,"total interior livable area: 1,350 sqft",31
1822,"2,586 sqft",31
1823,729 sqft,31
1824,732 sqft,31
1825,"3,008 sqft",31
1826,"2,559 sqft",31
1827,"1,513 sqft",31
1828,865 sqft,31
1829,"2,868 sqft",31
1830,"2,423 sqft",31
1831,"2,561 sqft",31
1832,"1,167 sqft",31
1833,"1,009 sqft",30
1834,"2,482 sqft",30
1835,"total interior livable area: 1,176 sqft",30
1836,"1,811 sqft",30
1837,752 sqft,30
1838,"1,391 sqft",30
1839,"total interior livable area: 1,020 sqft",30
1840,"2,385 sqft",30
1841,"2,627 sqft",30
1842,"3,375 sqft",30
1843,"2,591 sqft",30
1844,"2,746 sqft",30
1845,"2,251 sqft",30
1846,"3,550 sqft",30
1847,951 sqft,30
1848,"2,011 sqft",30
1849,"total interior livable area: 1,040 sqft",30
1850,"2,782 sqft",30
1851,"2,613 sqft",30
1852,"2,121 sqft",30
1853,"2,795 sqft",30
1854,"2,345 sqft",30
1855,"2,884 sqft",30
1856,703 sqft,30
1857,"2,658 sqft",30
1858,"2,303 sqft",30
1859,"2,652 sqft",30
1860,"2,302 sqft",30
1861,"2,653 sqft",30
1862,"2,912 sqft",30
1863,"5,600 sqft",30
1864,"2,057 sqft",30
1865,"2,664 sqft",30
1866,"1,439 sqft",30
1867,"1,471 sqft",30
1868,"2,405 sqft",30
1869,"3,080 sqft",30
1870,"3,250 sqft",30
1871,"total interior livable area: 1,728 sqft",30
1872,"2,678 sqft",30
1873,897 sqft,30
1874,999 sqft,30
1875,"2,367 sqft",30
1876,"3,204 sqft",30
1877,"2,449 sqft",30
1878,"2,992 sqft",30
1879,"1,717 sqft",30
1880,902 sqft,30
1881,"1,033 sqft",30
1882,"1,081 sqft",30
1883,"2,285 sqft",30
1884,"2,391 sqft",30
1885,"2,442 sqft",30
1886,"2,938 sqft",30
1887,929 sqft,30
1888,"1,039 sqft",30
1889,570 sqft,30
1890,"3,310 sqft",30
1891,"2,469 sqft",29
1892,"2,399 sqft",29
1893,"3,098 sqft",29
1894,"3,224 sqft",29
1895,"2,756 sqft",29
1896,"2,948 sqft",29
1897,"2,523 sqft",29
1898,"2,572 sqft",29
1899,714 sqft,29
1900,"2,517 sqft",29
1901,"2,426 sqft",29
1902,841 sqft,29
1903,"2,802 sqft",29
1904,"2,673 sqft",29
1905,"2,766 sqft",29
1906,"2,127 sqft",29
1907,"2,474 sqft",29
1908,"1,093 sqft",29
1909,"2,707 sqft",29
1910,"3,408 sqft",29
1911,"3,312 sqft",29
1912,"2,427 sqft",29
1913,815 sqft,29
1914,"3,450 sqft",29
1915,824 sqft,29
1916,688 sqft,29
1917,"total interior livable area: 2,300 sqft",29
1918,"2,361 sqft",29
1919,"total interior livable area: 1,430 sqft",29
1920,"2,674 sqft",29
1921,915 sqft,29
1922,"2,676 sqft",29
1923,"total interior livable area: 1,092 sqft",29
1924,"total interior livable area: 1,280 sqft",29
1925,"3,412 sqft",29
1926,"2,269 sqft",29
1927,"2,606 sqft",29
1928,682 sqft,29
1929,"3,064 sqft",29
1930,"2,958 sqft",29
1931,"2,161 sqft",29
1932,"2,589 sqft",29
1933,"2,655 sqft",29
1934,855 sqft,29
1935,745 sqft,29
1936,"2,149 sqft",29
1937,"2,585 sqft",29
1938,"total interior livable area: 1,296 sqft",29
1939,"2,263 sqft",29
1940,861 sqft,29
1941,"2,437 sqft",29
1942,"2,570 sqft",29
1943,"2,289 sqft",29
1944,"3,060 sqft",29
1945,923 sqft,29
1946,866 sqft,29
1947,"3,174 sqft",29
1948,"2,803 sqft",28
1949,"1,119 sqft",28
1950,"total interior livable area: 1,900 sqft",28
1951,"2,910 sqft",28
1952,801 sqft,28
1953,"1,109 sqft",28
1954,"1,067 sqft",28
1955,"2,623 sqft",28
1956,"3,070 sqft",28
1957,644 sqft,28
1958,995 sqft,28
1959,"3,035 sqft",28
1960,"1,079 sqft",28
1961,"3,420 sqft",28
1962,"2,153 sqft",28
1963,"2,429 sqft",28
1964,"2,903 sqft",28
1965,867 sqft,28
1966,"3,044 sqft",28
1967,862 sqft,28
1968,"2,665 sqft",28
1969,"3,016 sqft",28
1970,"2,715 sqft",28
1971,"2,872 sqft",28
1972,837 sqft,28
1973,"2,527 sqft",28
1974,"2,299 sqft",28
1975,"2,211 sqft",28
1976,"2,944 sqft",28
1977,"2,638 sqft",28
1978,"2,479 sqft",28
1979,"2,487 sqft",28
1980,"1,791 sqft",28
1981,"2,541 sqft",28
1982,"total interior livable area: 1,326 sqft",28
1983,"2,485 sqft",28
1984,"2,078 sqft",28
1985,"2,838 sqft",28
1986,"2,535 sqft",28
1987,"total interior livable area: 1,750 sqft",28
1988,"2,608 sqft",28
1989,"1,281 sqft",28
1990,"2,397 sqft",28
1991,"2,458 sqft",28
1992,731 sqft,28
1993,"total interior livable area: 1,950 sqft",28
1994,"3,134 sqft",28
1995,"2,507 sqft",28
1996,901 sqft,28
1997,"2,996 sqft",28
1998,"2,882 sqft",28
1999,"2,960 sqft",28
2000,931 sqft,28
2001,942 sqft,28
2002,"3,113 sqft",28
2003,"total interior livable area: 1,320 sqft",28
2004,726 sqft,28
2005,"2,483 sqft",28
2006,"3,210 sqft",28
2007,total interior livable area: 700 sqft,28
2008,895 sqft,28
2009,"2,798 sqft",28
2010,"3,330 sqft",28
2011,"2,734 sqft",28
2012,"2,793 sqft",28
2013,"2,792 sqft",28
2014,746 sqft,27
2015,"2,985 sqft",27
2016,"3,085 sqft",27
2017,"2,319 sqft",27
2018,"2,573 sqft",27
2019,"2,874 sqft",27
2020,"3,012 sqft",27
2021,"2,409 sqft",27
2022,"3,620 sqft",27
2023,"2,826 sqft",27
2024,"total interior livable area: 1,640 sqft",27
2025,"total interior livable area: 1,160 sqft",27
2026,793 sqft,27
2027,"total interior livable area: 1,216 sqft",27
2028,560 sqft,27
2029,"3,280 sqft",27
2030,"2,871 sqft",27
2031,"1,951 sqft",27
2032,"2,143 sqft",27
2033,"2,825 sqft",27
2034,"2,690 sqft",27
2035,"3,014 sqft",27
2036,"2,273 sqft",27
2037,"total interior livable area: 1,596 sqft",27
2038,"3,157 sqft",27
2039,764 sqft,27
2040,"total interior livable area: 1,180 sqft",27
2041,"2,371 sqft",27
2042,927 sqft,27
2043,"2,341 sqft",27
2044,"2,801 sqft",27
2045,"2,624 sqft",27
2046,"2,828 sqft",27
2047,"2,191 sqft",27
2048,894 sqft,27
2049,"2,679 sqft",27
2050,819 sqft,27
2051,"2,327 sqft",27
2052,"3,510 sqft",27
2053,907 sqft,27
2054,921 sqft,27
2055,"3,108 sqft",27
2056,"3,368 sqft",27
2057,"2,365 sqft",27
2058,"1,019 sqft",27
2059,"2,626 sqft",27
2060,"2,904 sqft",27
2061,"2,355 sqft",27
2062,"2,943 sqft",27
2063,"2,441 sqft",27
2064,"2,988 sqft",27
2065,"6,500 sqft",27
2066,"2,513 sqft",27
2067,712 sqft,27
2068,"2,858 sqft",27
2069,"2,329 sqft",27
2070,"2,551 sqft",27
2071,"total interior livable area: 1,232 sqft",27
2072,917 sqft,27
2073,"2,647 sqft",27
2074,"2,107 sqft",27
2075,796 sqft,27
2076,"2,889 sqft",27
2077,"2,017 sqft",27
2078,"3,029 sqft",27
2079,"2,939 sqft",27
